GeneName	Lung_1	Lung_2	Lymph_1	Lymph_2	Lymph_3
GALE	348	413	147	231	221
HMGCL	145	167	114	114	93
FUCA1	129	129	59	47	30
CNR2	0	0	31	5	14
BTBD6P1	0	0	19	10	3
ENSG00000232557	1	11	4	2	0
MIR378F	0	0	3	0	0
H3P1	0	0	0	0	2
PNRC2	384	360	207	265	207
SRSF10	656	842	294	591	439
ENSG00000215905	0	0	8	1	0
ENSG00000225315	0	0	4	1	1
MYOM3	101	154	115	62	50
MYOM3-AS1	0	0	1	0	2
IL22RA1	230	274	44	46	54
IFNLR1	158	159	77	47	43
GRHL3	34	20	59	29	11
LINC02800	0	1	8	7	0
GRHL3-AS1	0	1	11	4	5
STPG1	48	117	84	67	56
NIPAL3	575	568	151	278	204
ENSG00000288982	0	0	0	2	0
RCAN3AS	4	4	4	3	0
RCAN3	474	343	116	181	156
NCMAP-DT	8	21	14	2	19
NCMAP	128	221	54	58	23
ENSG00000227312	6	18	3	2	3
Y_RNA	0	0	3	0	4
SRRM1	2218	2092	1718	3262	2861
ENSG00000284699	0	6	24	5	1
CLIC4	747	999	558	1014	809
RNU6-1208P	0	0	0	0	0
RUNX3	167	305	203	275	285
MIR6731	0	0	0	0	0
RUNX3-AS1	5	0	13	2	4
ENSG00000261025	0	0	16	0	4
MIR4425	0	0	6	0	0
LINC02793	0	0	20	3	2
ENSG00000233755	1	2	12	0	6
IFITM3P7	0	0	15	0	8
ENSG00000231953	3	0	7	2	0
SYF2	138	161	189	160	102
ENSG00000284602	24	18	27	11	10
ENSG00000284657	1	8	5	4	4
RSRP1	831	1013	391	874	607
ENSG00000272432	2	0	1	0	1
ENSG00000261349	16	49	12	22	24
RHD	4	5	32	11	17
SDHDP6	0	2	1	9	0
ENSG00000259984	2	0	1	2	2
TMEM50A	142	260	124	166	170
RHCE	2	1	23	5	0
ENSG00000238084	3	1	0	0	2
MACO1	204	241	166	256	158
LDLRAP1	229	251	116	143	160
ENSG00000225643	0	4	21	6	7
MAN1C1	144	141	136	83	59
ENSG00000233478	10	0	12	2	7
SELENON	874	1270	304	691	571
ENSG00000255054	0	0	0	0	0
ENSG00000228172	25	16	35	16	21
MTFR1L	278	309	130	237	145
ENSG00000272478	0	0	0	0	0
AUNIP	9	5	40	13	19
ENSG00000236528	2	6	19	10	2
PAQR7	154	166	84	63	54
Y_RNA	0	0	0	1	0
STMN1	94	76	71	64	49
SNRPFP2	0	4	6	0	0
ENSG00000223624	0	0	0	2	1
MIR3917	0	0	0	0	0
PAFAH2	280	337	84	93	79
RNU6-110P	1	2	4	2	0
ENSG00000252190	0	0	2	0	0
ENSG00000252691	0	0	1	0	1
EXTL1	10	2	63	10	23
SLC30A2	23	108	39	16	18
ENSG00000284309	1	1	3	0	0
TRIM63	1	3	39	23	13
PDIK1L	149	133	45	66	34
FAM110D	14	29	21	15	10
C1orf232	0	4	11	1	6
ZNF593OS	0	3	15	7	5
ZNF593	28	71	64	59	52
CNKSR1	462	383	137	277	193
CATSPER4	7	1	42	9	6
ZPLD2P	17	0	31	12	6
ENSG00000278572	0	0	6	2	1
CEP85	370	306	152	301	229
ENSG00000270733	0	0	1	3	0
SH3BGRL3	160	153	136	147	145
UBXN11	388	266	101	96	74
CD52	64	13	20	9	11
CRYBG2	191	163	119	195	142
ENSG00000225854	0	0	6	1	1
ZNF683	0	3	77	10	25
LIN28A	0	7	40	8	14
DHDDS	305	335	144	159	165
ENSG00000223583	3	3	2	2	1
DHDDS-AS1	24	22	21	7	17
HMGN2	311	247	176	288	270
DPPA2P2	0	0	5	3	0
RPS6KA1	632	613	292	392	373
MIR1976	1	0	0	4	0
RN7SL679P	0	0	1	0	0
Y_RNA	0	0	0	0	0
RNU7-29P	0	0	0	0	0
ENSG00000289452	0	0	3	6	0
ENSG00000229247	0	0	0	0	0
ENSG00000238316	0	0	4	0	0
ENSG00000235069	0	0	0	0	0
ENSG00000260063	5	2	18	3	8
ENSG00000290006	0	1	5	1	2
ARID1A	2343	2320	738	1450	1162
PIGV	182	147	120	77	50
RN7SL165P	0	0	4	2	0
ENSG00000287810	0	0	6	2	2
ZDHHC18	534	654	361	411	365
SFN	1437	1121	133	328	248
GPN2	215	192	135	128	127
ENSG00000226698	0	0	5	0	0
ENSG00000289554	16	15	6	12	2
GPATCH3	128	99	79	81	53
NUDC	398	402	224	323	281
NR0B2	22	10	18	0	0
KDF1	66	66	25	28	12
RPL12P13	0	1	5	2	0
RPL32P6	2	4	2	1	0
OSTCP2	1	1	2	0	0
TRNP1	343	255	18	33	13
TENT5B	26	4	12	7	2
SLC9A1	965	1024	429	496	514
ENSG00000229985	0	0	1	3	1
CHCHD3P3	11	4	8	4	15
NPM1P39	1	2	28	4	5
SNRPEP7	0	0	6	0	0
WDTC1-DT	0	0	2	1	6
WDTC1	554	571	245	367	306
Y_RNA	0	0	1	0	0
ENSG00000243659	2	3	1	4	2
TMEM222	166	177	114	135	99
RNU6-48P	0	0	0	3	4
ACTG1P20	53	72	20	54	45
SYTL1	248	261	79	108	83
MAP3K6	1068	885	276	649	578
FCN3	298	91	30	14	13
CD164L2	19	30	26	22	10
ENSG00000231207	1	0	1	0	0
GPR3	7	0	16	7	12
WASF2	2672	2770	1987	3447	3014
ENSG00000241169	0	1	6	0	0
ENSG00000237429	0	1	2	2	0
AHDC1	599	602	368	527	383
FGR	319	138	259	134	146
ENSG00000235912	4	0	3	1	2
LINC02574	0	2	19	0	3
IFI6	205	136	60	61	55
ENSG00000225886	0	0	17	7	7
RNU6-949P	0	0	0	0	0
CHMP1AP1	0	0	13	0	3
RNU6-424P	5	0	0	0	0
ENSG00000287244	0	0	7	8	5
FAM76A	90	120	44	60	58
ENSG00000231344	0	0	1	5	0
RPEP3	0	0	3	10	1
STX12	328	272	88	126	133
ENSG00000269971	4	17	13	2	2
ENSG00000270031	0	4	0	0	0
RNU6-1245P	0	0	0	0	0
ENSG00000286433	0	0	8	0	0
PPP1R8	167	152	101	122	93
SCARNA1	39	66	19	55	40
THEMIS2	327	218	177	190	174
RPA2	72	90	112	97	71
SMPDL3B	86	58	50	38	28
ENSG00000227050	3	0	9	2	2
XKR8	137	138	81	153	116
EYA3	358	369	221	324	265
ENSG00000238231	1	7	1	4	0
RN7SL559P	2	1	1	0	4
SPCS2P4	0	0	9	6	3
ENSG00000228943	0	0	7	0	0
ENSG00000289576	0	3	19	2	3
ENSG00000214812	13	0	6	2	2
RNU6-176P	0	0	0	0	0
PTAFR	222	121	82	70	70
DNAJC8	139	109	113	114	99
ENSG00000290123	0	0	5	3	8
ATP5IF1	449	400	107	285	250
ENSG00000270605	18	21	7	7	2
ENSG00000271398	3	0	3	11	2
SESN2	136	146	418	309	299
MED18	32	20	29	27	26
PHACTR4	727	599	261	409	341
Y_RNA	0	0	0	2	0
ENSG00000229820	19	3	1	6	8
RNU6ATAC27P	1	1	4	0	3
RCC1	458	554	382	517	419
SNHG3	192	305	81	237	191
SNORA73A	0	0	0	0	0
SNORA73B	91992	85728	80036	129730	107530
PRDX3P2	0	0	1	1	0
ENSG00000279443	20	5	26	8	16
TRNAU1AP	156	148	111	247	186
SNHG12	252	290	248	485	343
SNORD99	51	65	16	67	56
SNORA61	0	0	0	0	0
SNORA44	0	0	0	0	0
SNORA16A	0	0	0	0	0
SNORA16A	0	0	0	0	0
TAF12	129	91	183	78	78
RAB42	350	248	163	250	218
TAF12-DT	0	7	18	8	3
ENSG00000270103	0	0	0	0	0
RNU11	0	0	0	0	0
GMEB1	143	178	111	120	85
ENSG00000252777	0	0	0	1	0
ENSG00000289291	13	2	15	8	5
YTHDF2	399	399	203	367	280
OPRD1	1	7	80	24	27
ENSG00000233427	0	2	19	11	5
Y_RNA	2	0	0	2	3
EPB41	908	927	475	626	493
ENSG00000225616	1	2	4	2	1
Y_RNA	0	0	2	0	0
Metazoa_SRP	3	1	0	0	0
TMEM200B	37	53	21	22	14
ENSG00000225750	0	0	0	0	4
SRSF4	888	987	414	892	665
ENSG00000277916	0	0	0	0	0
MECR	109	124	65	57	56
ENSG00000237934	0	0	4	1	3
PTPRU	994	1097	531	945	744
LINC01756	0	1	20	5	1
ENSG00000225011	0	1	4	5	0
ENSG00000228176	0	0	10	2	0
ENSG00000284676	5	0	17	11	0
ENSG00000270927	0	0	0	0	0
LINC01648	3	1	45	6	7
ENSG00000233372	0	0	3	3	0
ENSG00000231251	0	0	0	2	0
ENSG00000236335	6	3	11	9	2
ENSG00000231949	0	0	9	2	1
ENSG00000289710	0	0	0	0	0
MATN1	8	3	52	19	9
MATN1-AS1	34	44	50	46	27
ENSG00000287510	0	1	8	0	1
LAPTM5	617	362	433	264	261
MIR4420	0	5	0	0	0
ENSG00000229607	0	0	27	10	3
LINC01778	10	4	25	9	4
RN7SKP91	0	3	9	1	1
ENSG00000235143	4	0	22	0	10
SDC3	445	624	200	192	192
RN7SL371P	0	0	0	0	0
PUM1	1337	1662	668	1499	1162
ENSG00000237329	0	0	2	3	0
ENSG00000232768	0	0	6	0	2
SELENOWP1	0	0	2	0	1
ENSG00000225142	0	0	0	0	0
NKAIN1	2	1	62	30	13
SNRNP40	97	115	89	88	124
ENSG00000229447	5	0	7	6	4
ZCCHC17	112	167	92	133	104
ENSG00000229044	0	0	4	2	0
FABP3	45	26	37	11	24
SERINC2	1138	1421	1197	2019	1672
ENSG00000215899	1	0	2	1	5
RNU6-40P	0	0	3	0	0
LDC1P	2	9	58	18	20
Y_RNA	0	0	0	0	0
LINC01226	7	6	107	25	27
ENSG00000229167	7	24	9	7	8
TINAGL1	455	646	712	1187	946
HCRTR1	6	3	15	4	16
PEF1	202	235	101	145	101
PEF1-AS1	4	7	33	13	26
ENSG00000264078	1	1	1	0	0
COL16A1	168	372	272	152	119
ADGRB2	11	18	109	55	25
MIR4254	0	0	0	0	0
ENSG00000254545	3	0	15	3	4
SPOCD1	40	33	89	46	29
ENSG00000203620	0	0	25	14	13
ENSG00000269967	14	16	10	36	41
PTP4A2	1933	1974	728	1365	1179
ENSG00000288678	0	0	0	0	0
ENSG00000228634	0	5	12	3	7
ENSG00000284702	0	1	11	0	1
KHDRBS1	336	425	296	559	438
ENSG00000203325	0	1	10	2	1
TMEM39B	58	49	75	88	62
MIR5585	5	0	0	2	1
Metazoa_SRP	0	1	0	0	0
KPNA6	822	893	380	539	507
ENSG00000250135	0	0	0	0	0
TXLNA	1429	1626	701	1237	1089
CCDC28B	5	29	60	20	14
ENSG00000224066	16	20	28	9	4
IQCC	30	25	32	17	14
DCDC2B	22	18	51	17	5
TMEM234	213	191	64	79	79
EIF3I	156	202	279	219	186
MTMR9LP	85	89	39	66	38
ENSG00000290045	15	5	15	3	1
FAM167B	7	14	12	6	8
LCK	9	6	63	29	24
Metazoa_SRP	0	0	2	0	0
Y_RNA	0	0	3	0	0
HDAC1	485	490	255	538	411
MARCKSL1	843	1018	283	461	371
ENSG00000233775	2	0	7	4	1
TSSK3	22	22	17	7	2
FAM229A	91	76	59	52	63
BSDC1	763	795	352	605	494
GAPDHP20	1	2	8	0	3
ENSG00000270850	10	5	12	1	1
LRRC37A12P	5	5	20	0	12
RN7SL122P	1	0	7	7	0
ENSG00000254553	0	2	11	1	4
ZBTB8B	1	14	55	26	10
ZBTB8A	20	25	30	12	19
ZBTB8OS	96	140	96	101	92
Y_RNA	0	0	0	0	0
RBBP4	672	892	492	828	720
SYNC	49	59	43	46	52
ENSG00000224409	3	0	5	0	0
KIAA1522	3468	3881	1202	2768	2040
YARS1	267	382	422	470	407
S100PBP	289	319	106	185	146
FNDC5	15	3	33	27	16
HPCA	5	5	21	4	3
TMEM54	423	494	133	180	177
ENSG00000287691	0	2	7	2	0
RNF19B	303	392	356	704	585
ENSG00000278966	0	0	3	2	2
ENSG00000217644	0	2	1	4	0
ENSG00000239670	0	0	7	2	3
ENSG00000236065	0	0	7	2	0
AK2	926	882	776	1358	1210
Metazoa_SRP	1	0	6	10	13
AZIN2	62	75	157	230	199
ENSG00000278997	6	10	28	13	8
TRIM62	58	39	73	28	29
ENSG00000279179	4	15	23	3	3
ENSG00000284721	0	0	0	1	2
ZNF362	160	117	53	57	39
ENSG00000270115	6	4	5	0	3
A3GALT2	0	0	22	5	3
ENSG00000225313	2	11	45	15	14
PHC2	1311	1454	725	912	819
MIR3605	0	2	3	5	1
RN7SKP16	17	20	6	5	9
PHC2-AS1	2	3	16	0	1
TLR12P	0	3	17	2	2
ZSCAN20	144	198	130	80	71
ENSG00000235907	0	0	1	1	0
CSMD2	10	46	285	106	102
HSPD1P14	0	1	6	7	1
HMGB4	0	3	25	1	3
CSMD2-AS1	6	2	21	11	4
RNA5SP42	0	2	0	0	0
C1orf94	6	1	51	5	8
ENSG00000270241	0	1	3	0	3
ENSG00000287703	6	0	16	12	9
MIR552	0	0	0	1	0
SMIM12	153	210	101	127	120
GJB5	16	18	18	18	12
GJB4	20	22	12	12	1
ENSG00000255811	0	0	5	0	6
GJB3	115	149	66	71	63
GJA4	18	43	15	35	18
ENSG00000230163	0	5	18	8	2
DLGAP3	11	2	44	12	10
ENSG00000284773	1	3	13	3	8
GPR199P	4	6	6	4	2
TMEM35B	0	5	3	2	1
ENSG00000271741	0	0	0	0	0
ZMYM6	160	117	33	77	79
ZMYM1	270	191	71	130	112
RPL12P45	0	0	4	5	0
EFCAB14P1	5	4	8	4	1
ENSG00000284640	0	1	17	10	8
SFPQ	2122	2547	602	1464	1104
Y_RNA	0	0	6	1	0
ZMYM4	526	646	241	440	364
RN7SL503P	0	0	1	1	0
SNORA62	3	1	1	0	0
RPL5P4	44	42	19	28	21
ZMYM4-AS1	0	0	7	10	2
KIAA0319L	790	950	403	587	522
Metazoa_SRP	0	0	3	0	0
ENSG00000236274	2	0	13	2	0
NCDN	215	202	76	156	97
TFAP2E-AS1	13	4	13	10	3
TFAP2E	24	24	53	28	18
PSMB2	209	175	121	176	132
C1orf216	79	89	32	31	43
CLSPN	83	119	151	118	177
ENSG00000232335	0	4	7	2	0
AGO4	621	470	211	315	272
AGO1	574	708	366	429	402
CFAP97P1	0	2	4	4	1
ENSG00000286899	0	1	3	0	2
ENSG00000271914	0	0	0	0	0
AGO3	639	581	363	584	495
ENSG00000271554	0	2	15	0	5
ENSG00000232862	1	2	13	5	9
TEKT2	130	51	18	7	8
ADPRS	144	101	85	122	78
COL8A2	29	33	36	27	18
TRAPPC3	175	218	131	166	123
MAP7D1	832	822	383	627	473
RN7SL131P	0	0	0	0	0
THRAP3	1443	1668	673	1593	1340
UBE2V2P4	0	0	0	0	1
SH3D21	2184	3093	1101	2491	2143
EVA1B	43	62	34	34	37
ENSG00000286379	23	24	50	32	26
STK40	770	867	743	957	780
LSM10	50	50	42	37	32
RNU4-27P	0	0	2	0	5
OSCP1	61	22	43	11	16
SNORA63C	22	27	1	1	4
MRPS15	162	175	143	199	196
CSF3R	512	366	774	452	377
FTLP18	0	0	4	0	1
ENSG00000284705	0	2	15	2	4
ENSG00000284720	5	3	9	6	3
ENSG00000234481	0	0	16	10	6
GRIK3	0	9	112	38	17
ENSG00000284650	1	1	40	2	1
ENSG00000223944	6	8	46	20	8
MIR4255	0	0	4	0	0
RNU6-636P	0	0	0	0	0
RNA5SP43	0	0	0	4	0
RPS29P6	0	0	0	0	1
ZC3H12A-DT	42	80	74	69	43
ZC3H12A	642	549	340	760	547
MIR6732	0	0	0	0	0
MEAF6	208	171	118	91	111
MIR5581	5	4	0	1	1
SNIP1	151	225	125	169	123
FTH1P1	0	6	8	2	4
ENSG00000237749	3	3	11	5	6
DNALI1	100	80	57	22	24
GNL2	328	268	270	404	304
ENSG00000284748	4	0	15	1	1
RSPO1	12	14	34	6	13
C1orf109	82	103	48	66	53
CDCA8	46	57	53	44	56
EPHA10	92	105	125	66	73
Y_RNA	0	0	0	0	0
ACTN4P2	0	0	17	9	3
ENSG00000227416	0	0	5	2	0
MANEAL	61	52	60	50	39
ENSG00000233728	3	1	3	0	5
YRDC	30	61	70	78	50
C1orf122	100	168	66	77	57
MTF1	410	410	252	273	234
ENSG00000235673	0	0	3	2	0
ENSG00000230955	0	0	6	0	0
INPP5B	237	315	201	229	226
SNORA63	0	0	0	0	0
RNU6-584P	0	0	3	0	0
Metazoa_SRP	1	0	4	0	0
SF3A3	282	339	197	276	229
RNU6-510P	0	0	0	2	0
FHL3	77	92	58	84	53
UTP11	135	137	79	85	87
POU3F1	2	1	14	0	0
MIR3659HG	1	0	10	0	3
ENSG00000223589	0	0	3	0	0
MIR3659	0	0	2	0	0
LINC02786	0	1	38	5	7
ENSG00000286552	0	0	9	6	4
ENSG00000287987	6	10	12	10	3
LINC01343	0	0	28	8	9
ENSG00000275350	0	0	2	0	0
RNU6-753P	0	0	2	0	0
LINC01685	5	7	34	15	15
HSPA5P1	9	12	26	19	20
ENSG00000284632	0	1	28	10	9
RRAGC	125	91	102	100	88
ENSG00000273637	0	0	0	0	0
RRAGC-DT	16	7	43	36	14
MYCBP	177	181	66	104	53
ENSG00000274944	0	0	1	0	0
GJA9	0	0	1	3	0
RHBDL2	47	67	51	47	22
RNU6-605P	0	0	15	6	5
Y_RNA	0	0	0	0	0
EIF1P2	2	0	3	0	0
AKIRIN1	365	362	196	315	268
NDUFS5	136	126	103	71	100
MACF1	12889	11492	3825	8902	7039
RNU6-608P	0	0	0	0	0
RNA5SP44	0	0	0	0	0
ENSG00000287422	3	1	16	5	11
ENSG00000226438	0	5	11	2	2
HSPE1P8	1	0	0	0	3
BMP8A	1	33	54	7	19
OXCT2P1	0	1	0	3	2
PPIEL	138	146	97	76	50
PABPC4	611	782	444	814	672
PABPC4-AS1	0	0	7	0	1
SNORA55	0	0	0	0	0
HEYL	76	90	36	67	88
ENSG00000225903	0	0	0	3	3
NT5C1A	7	13	67	7	20
HPCAL4	6	2	34	31	17
PPIE	129	134	126	115	77
ENSG00000225333	0	0	0	1	1
RNU7-121P	0	0	0	0	0
ENSG00000289711	0	0	4	0	2
BMP8B	84	62	58	52	46
OXCT2	3	4	9	13	1
BMP8B-AS1	2	0	8	0	0
ENSG00000261798	6	6	10	6	3
ENSG00000229213	4	0	3	0	1
ENSG00000284719	22	0	27	12	4
LINC02811	3	4	26	2	2
TRIT1	128	143	90	160	147
Y_RNA	3	2	1	4	3
MYCL	76	120	74	81	93
MYCL-AS1	0	2	16	1	0
Y_RNA	0	0	3	0	0
MFSD2A	97	50	180	324	261
ENSG00000228477	17	20	28	72	82
CAP1	762	776	502	715	557
PPT1	289	168	101	128	91
OAZ1P1	0	0	8	0	0
RLF	307	292	460	614	479
RNU6-1237P	0	0	2	1	3
TMCO2	0	1	16	1	1
ZMPSTE24-DT	29	22	13	14	9
ZMPSTE24	266	280	78	150	129
ENSG00000231296	0	0	4	0	0
COL9A2	46	37	106	52	27
ENSG00000227311	0	1	3	3	0
SMAP2	598	365	275	374	331
ENSG00000213172	4	5	4	7	1
ENSG00000290111	0	2	4	1	0
ENSG00000284677	0	0	14	3	1
ZFP69B	22	17	44	13	18
ENSG00000260920	13	7	8	9	8
ENSG00000279667	0	0	7	0	3
ZFP69	19	35	29	31	15
EXO5-DT	7	5	5	2	1
EXO5	23	25	35	27	22
ENSG00000227278	2	4	1	1	3
ENSG00000238186	0	0	0	0	0
ZNF684	17	46	45	29	14
ENSG00000286838	0	0	3	2	0
ENSG00000236505	0	0	0	2	0
GTF2F2P2	1	0	4	0	2
RIMS3	64	58	97	50	51
ENSG00000287743	7	2	21	5	5
ENSG00000237899	1	2	6	0	0
NFYC-AS1	20	13	10	5	11
NFYC	236	271	216	169	182
MIR30E	5	0	2	2	0
MIR30C1	4	0	1	0	0
KCNQ4	45	45	90	49	75
RN7SL326P	0	0	1	1	0
CITED4	54	50	58	123	71
ENSG00000229528	2	0	18	1	3
ENSG00000228940	0	0	10	1	2
ENSG00000286668	0	0	8	7	0
UBE2V1P8	0	0	0	0	0
CTPS1	149	315	185	302	272
SLFNL1-AS1	44	93	52	89	49
SLFNL1	12	7	23	14	11
SCMH1	310	285	128	165	167
RPL23AP17	0	0	7	0	0
ENSG00000287400	1	1	10	3	3
SCMH1-DT	0	8	9	5	0
ENSG00000213987	0	0	1	0	0
ENSG00000286640	0	3	13	5	9
FOXO6	1	2	29	2	11
FOXO6-AS1	0	1	4	0	2
RNA5SP45	0	0	2	5	5
EDN2	23	19	39	16	18
HIVEP3	202	157	205	111	91
ENSG00000230881	0	0	3	0	0
ENSG00000230638	2	0	17	9	6
ENSG00000284895	0	0	0	0	0
ENSG00000287587	0	4	7	11	2
HNRNPFP1	0	0	9	4	3
ENSG00000228776	0	0	15	16	9
GUCA2B	8	12	26	21	34
GUCA2A	1	0	10	5	0
FOXJ3	881	899	436	848	708
ENSG00000227527	0	3	0	3	1
RIMKLA	112	81	82	44	49
ENSG00000235002	0	0	0	0	0
ZMYND12	13	14	33	7	15
PPCS	163	157	84	93	68
CCDC30	418	310	183	117	103
RPS3AP11	4	3	0	1	1
TMSB4XP1	0	1	3	5	0
RNU6-536P	0	0	4	0	0
ENSG00000236180	0	1	7	0	2
PPIH	53	84	59	74	74
ENSG00000285728	7	2	39	16	6
ENSG00000234917	0	0	25	10	1
YBX1	1429	1671	1359	1735	1403
CLDN19	6	0	41	9	9
P3H1	187	245	228	281	243
C1orf50	51	40	60	38	39
ENSG00000283580	0	0	0	0	0
C1orf50-AS1	0	0	10	2	2
TMEM269	8	2	27	3	0
SVBP	21	29	43	36	35
ERMAP	136	189	130	94	107
ZNF691-DT	18	16	44	14	16
ZNF691	51	60	39	39	31
ENSG00000233708	0	0	22	8	7
MKRN8P	6	2	8	7	1
ATP6V1E1P1	2	0	4	1	1
ENSG00000288955	5	3	14	2	8
SLC2A1	1302	1038	3094	4705	4079
ATP6V0CP4	86	58	81	242	189
SLC2A1-DT	25	25	90	46	52
ENSG00000283973	1	3	13	7	7
RNU6-880P	0	0	0	0	0
U6	0	0	0	0	0
ENSG00000277513	0	0	0	0	0
FAM183A	27	7	18	7	7
EBNA1BP2	118	133	128	84	77
MIR6733	0	0	0	0	0
CFAP57	137	73	114	17	22
RNA5SP46	0	0	0	0	0
TMEM125	262	263	35	43	20
C1orf210	141	76	25	9	5
TIE1	264	294	149	121	109
MPL	7	8	54	10	12
ENSG00000287113	4	1	18	9	2
CDC20-DT	4	1	5	5	4
CDC20	28	33	49	53	44
ELOVL1	212	320	138	188	196
MIR6734	0	0	0	0	0
ENSG00000288772	14	8	1	15	2
MED8	99	157	137	129	85
MED8-AS1	24	11	20	6	6
SZT2	1671	1761	686	1097	900
SZT2-AS1	8	5	12	5	5
MIR6735	0	0	0	0	0
HYI	153	137	61	105	67
HYI-AS1	0	0	3	1	0
PTPRF	3340	3271	1215	1796	1410
KDM4A	224	246	100	137	112
ENSG00000284989	0	0	0	0	0
KDM4A-AS1	6	7	54	26	28
ST3GAL3	128	146	194	156	148
ST3GAL3-AS1	0	4	10	3	1
U6	0	4	0	0	0
ENSG00000233674	2	4	17	25	7
MIR6079	0	0	0	0	0
SHMT1P1	0	0	20	8	9
ARTN	3	11	16	28	17
LINC02918	25	46	33	42	21
ENSG00000288573	10	13	16	9	17
IPO13	251	284	135	168	133
ENSG00000285649	0	0	20	3	9
DPH2	218	289	128	237	126
ATP6V0B	241	202	252	261	345
B4GALT2	248	290	148	245	136
CCDC24	146	142	43	42	21
SLC6A9	90	89	85	37	47
ENSG00000230615	49	62	144	67	44
ENSG00000227163	0	1	3	3	5
KRT8P47	0	3	13	2	2
RN7SL479P	0	0	0	0	1
KLF17	5	10	23	14	20
ENSG00000233514	7	0	9	1	0
KLF18	3	0	13	5	2
ENSG00000226804	0	0	5	0	0
Y_RNA	0	0	1	0	3
OOSP1P1	0	1	1	0	0
ENSG00000227994	0	0	3	0	0
ENSG00000271329	0	0	7	13	1
DMAP1	381	327	108	170	176
ERI3	214	245	159	194	142
ERI3-IT1	16	18	8	19	17
RNU6-369P	0	0	0	2	0
RNF220	433	507	324	480	387
MIR5584	0	0	0	0	0
TMEM53	90	77	37	47	25
ARMH1	42	30	61	7	19
RNU5F-1	5	7	3	7	6
RNU5D-1	1	11	3	6	2
KIF2C	103	128	87	169	84
ENSG00000225721	7	14	18	1	0
RPS8	1272	1875	1903	2361	1894
SNORD55	0	0	0	0	0
SNORD46	112	91	38	73	83
SNORD38A	11	10	4	8	5
SNORD38B	0	0	0	0	0
SNORD38B	0	0	0	0	0
RPS15AP11	0	0	8	1	2
BEST4	8	7	27	21	7
PLK3	247	224	224	167	170
DYNLT4	6	7	10	7	4
ENSG00000290041	7	27	17	6	5
BTBD19	165	129	106	80	59
PTCH2	19	33	60	47	23
RNU5E-6P	0	0	0	0	0
ENSG00000226499	0	1	3	3	0
EIF2B3	41	62	77	40	26
RNA5SP47	0	0	2	0	0
CCNB1IP1P1	0	0	11	0	0
PPIAP35	0	0	3	0	3
MRPS17P1	1	1	26	13	4
HECTD3	368	308	160	289	191
UROD	92	89	66	68	56
ZSWIM5	85	100	61	138	55
OSTCP5	11	2	5	2	0
LINC01144	17	3	16	1	4
HPDL	1	2	9	5	0
MUTYH	20	8	63	27	9
ENSG00000288208	0	0	0	0	0
TOE1	37	66	62	48	37
TESK2	43	37	63	23	21
PPIAP36	2	1	4	0	0
CCDC163	17	12	56	18	17
MMACHC	57	58	67	37	23
PRDX1	561	609	265	340	317
HMGB1P48	0	0	6	1	1
AKR1A1	382	357	185	282	218
ENSG00000281133	0	0	4	0	0
ENSG00000280836	0	0	2	0	0
ENSG00000289407	1	2	26	0	2
NASP	930	1107	346	979	788
ENSG00000281112	0	0	5	0	0
ENSG00000281825	0	0	0	0	0
CCDC17	262	146	30	23	32
GPBP1L1	1022	1145	484	705	641
RPS15AP10	18	18	9	23	15
RPL7AP16	68	43	18	47	41
TMEM69	69	101	46	52	66
IPP	111	180	61	80	67
ENSG00000230896	9	4	1	0	1
RPL6P1	0	1	3	1	5
MAST2	891	998	491	929	802
TMA16P2	0	0	1	0	0
PIK3R3	154	259	34	51	63
P3R3URF-PIK3R3	0	0	0	0	0
ENSG00000226957	0	0	2	0	0
ENSG00000233114	0	0	1	0	0
ENSG00000227857	0	0	9	0	1
TSPAN1	616	719	73	93	57
P3R3URF	0	1	1	4	6
POMGNT1	522	643	375	743	558
LURAP1	23	45	31	24	20
RAD54L	15	70	74	79	44
LRRC41	280	400	249	412	340
UQCRH	158	239	277	321	216
NSUN4	293	311	216	296	263
ENSG00000225779	0	11	3	3	0
FAAH	196	131	71	65	60
FAAHP1	17	6	73	17	15
LINC01398	0	3	17	3	4
DMBX1	11	7	64	35	47
TMEM275	3	0	26	8	9
MKNK1-AS1	1	2	36	8	7
KNCN	2	6	56	11	16
MKNK1	384	423	227	243	237
MOB3C	305	321	113	95	116
ATPAF1	150	126	90	85	57
NENFP1	1	1	7	1	6
TEX38	1	1	31	11	5
EFCAB14-AS1	1	0	23	3	1
EFCAB14	1743	2006	451	795	625
ENSG00000236476	0	0	2	0	0
CYP4B1	441	299	72	45	28
CYP4Z2P	3	3	34	11	11
TUBAP8	0	4	3	0	0
CYP4A11	6	12	39	14	11
CYP4A26P	0	0	1	0	0
CYP4A43P	0	0	0	0	0
CYP4A27P	0	0	4	1	4
CYP4A44P	0	0	3	0	0
CYP4X1	107	89	27	31	16
CYP4Z1	10	14	62	18	11
TUBAP9	0	0	2	3	1
CYP4A22-AS1	8	12	26	7	6
CYP4A22	16	7	41	10	6
MTND1P34	1	0	3	0	0
LINC00853	3	2	7	4	6
ENSG00000290081	0	0	4	0	0
PDZK1IP1	468	612	92	156	100
TAL1	99	114	70	41	42
ENSG00000226252	1	6	48	9	5
STIL	83	98	86	67	47
CMPK1	1718	1673	391	511	390
LINC01389	1	0	10	3	2
FOXE3	0	0	29	0	9
FOXD2-AS1	45	76	44	54	31
